destination,Afghanistan,Albania,Algeria,American_Samoa,Andorra,Angola,Anguilla,Antigua_and_Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia_(Plurinational_State_of),Bonaire_Sint_Eustatius_and_Saba,Bosnia_and_Herzegovina,Botswana,Brazil,British_Virgin_Islands,Brunei_Darussalam,Bulgaria,Burkina_Faso,Burundi,Cabo_Verde,Cambodia,Cameroon,Canada,Cayman_Islands,Central_African_Republic,Chad,Channel_Islands,Chile,China,Hong_Kong,Macao,Colombia,Comoros,Congo,Cook_Islands,Costa_Rica,C?te_d'Ivoire,Croatia,Cuba,Cura?ao,Cyprus,Czech_Republic,Democratic_People's_Republic_of_Korea,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Ethiopia,Faeroe_Islands,Falkland_Islands_(Malvinas),Fiji,Finland,France,French_Guiana,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran_(Islamic_Republic_of),Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao_People's_Democratic_Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall_Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia_(Federated_States_of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,Niue,Northern_Mariana_Islands,Norway,Oman,Pakistan,Palau,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto_Rico,Qatar,Republic_of_Korea,Republic_of_Moldova,R?union,Romania,Russian_Federation,Rwanda,Saint_Helena,Saint_Kitts_and_Nevis,Saint_Lucia,Saint_Pierre_and_Miquelon,Saint_Vincent_and_the_Grenadines,Samoa,San_Marino,Sao_Tome_and_Principe,Saudi_Arabia,Senegal,Serbia,Seychelles,Sierra_Leone,Singapore,Sint_Maarten_(Dutch_part),Slovakia,Slovenia,Solomon_Islands,Somalia,South_Africa,South_Sudan,Spain,Sri_Lanka,State_of_Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian_Arab_Republic,Tajikistan,Thailand,The_former_Yugoslav_Republic_of_Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad_and_Tobago,Tunisia,Turkey,Turkmenistan,Turks_and_Caicos_Islands,Tuvalu,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Republic_of_Tanzania,United_States_of_America,United_States_Virgin_Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela_(Bolivarian_Republic_of),Viet_Nam,Wallis_and_Futuna_Islands,Western_Sahara,Yemen,Zambia,Zimbabwe
Latvia,20,4,6,,0,1,4,0,9,1552,1,45,50,1399,,0,3,2,60530,14,,0,,,,,2,,8,,,390,,1,1,0,1,42,,1,,,1,24,,,2,,1,,0,1,4,21,,2,48,204,,35,,,0,0,5,,,0,1675,,,,,1199,26,,,,0,697,1913,,,326,0,,,,0,,,,,,,293,4,35,2,15,3,14,,21,16,0,4,3,528,0,,1,593,,,45,,,2,0,17512,1,1,1,7,,2,2,,,,0,,6,,,87,,,3,0,,,,1,16,,5,1,,4,,,22,,16,1,0,,1,3,1,30550,1,,0,9,1629,,3562,473207,1,,,,,,,,,0,,17,,2,2,,21,2,,0,2,1,18,31,0,1,,,128,11,5,47,1,,,1,,,0,0,12,23,,,1,46572,1,117,0,167,,3,309,,6,3,,,1,,1
Lebanon,,,,,,,,,,,,,,,,65,433,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,78308,,,,,,,,,,135,,,,,,189,,,,,,,,,,,,,,,16,,398,84,,11774,,,3,,,,1380,,,,106,,,,,,,154,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,247,2361,,,,,,1026,,,,,,,,,265,,,,,,,,,,1597,,,,,,,,,,,,106,,5054,389171,864,,,,,23553,,,,,,,,,,437,,,,,21,,212,,773,,,,,,,,,1114,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,32,,5,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777,,,,,,,51,,,,,,,,,,,,,,,,,185,,,,116,95,,,,,,,,,,77,77
Liberia,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,388,,,,,247,,,,,,,,,,,,,,2182,,,,,,,,,,,,,,,,,,,,,,,296,,,,656,,928,9952,,,,,,,,32485,2263,,,,,,,774,,,,,,,252,,,,,,,,,,,4230,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,298,,,,1127,2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,7943,,,,,,,,,286,,,,,,1120,148,,,,,,250,,,,,,,,,,,,1146,,2959,,,,,,,,,,,
Libya,677,315,1551,,,,,,,511,,1499,2044,,,1091,318,,702,1918,,,,,,,66,,390,,,,,,,,,946,,,871,,,1366,,,,1230,74,,,594,,,,,,,283,796,694,,,,8384,458,,1023,,1618,,,,538,8821,,,,,,27674,610,,3730,,,,,,,200,,,,,350,,2288,4228,383,3879,,,,13295,,4156,9668,403,375,,6005,,,,6615,,,,,,,,,6980,,688,,,,433,,,,,176,,,,1505,,,,,,3048,,,,275,1674,,,302,1246,1104,,,,,,1929,1163,,,819,806,,,645,26586,,,,,,,,,,12976,1096,,,117,198,,,,,3917,543,4753,1282,710,152266,38599,,,1021,5069,15014,133,2762,,,,,,,1414,2197,58,,,,189,1322,8712,445,19067,,,243,,,,,,10956,,
Liechtenstein,,,,,,,,,0,,,,2021,,,,,,,1,,,,,,,297,,36,,,18,,,,,,,,,,,,28,,,0,,,,,,111,,,,9,,,16,,,0,,,,,,13,,,,,1,66,,,,,,978,,,86,,,,,,,,,,,,6,1,0,,,,1,,,806,,,,,,,,,0,,,,,,,,8,,,,,,,,,,,,0,,,,78,,,,,,,,40,,,,,,,,6,,,,,,,,0,11,134,,,,,,2,6,,,,,,,,,,,,379,,,,,18,53,,,0,,191,,,,,,22,4128,,,0,436,,,,,,0,820,,,,,3,,27,,20,,,,,,,,,,,
Lithuania,40,,,,,,,,83,815,,22,48,2193,,,,,80249,30,,,,,,,,,75,,,33,,,,,,66,,,,,,157,,,,,,,,,,,,3,66,,,100,,,,,3,,,,1514,,,,,74,215,,,,,2036,1833,,,10,,,,,,,,,,,,132,7,,,24,,18,,30,40,,14,,13109,,,,1006,,11157,118,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,33,,,,,5,,,43,,35,,,,,,,4372,3,,,,1763,,35,158448,,,,,,,,,,,,,,,,,16,,,,,,1450,,,,,,478,23,,1481,,,,,,,,,40,3341,,,,43228,17,281,,1170,,22,4197,,,66,,,,,
Luxembourg,,290,98,,,,,,38,,,74,512,,,,29,,42,11205,,,,,,,2334,,288,,,42,,,1148,,58,229,,,,,56,1017,,,26,,,,,,400,23,,3,76,,94,1263,,112,35,,25,,,,18,,,,,243,14367,,,,,,12616,,,636,,,,,,,,,,,,58,259,187,,224,,412,,40,12479,,336,,,,,,,,8,34,,,,,13,,,,26,,,13,,,,51,,27,,,,2301,,125,,,,,30,3092,,23,,,,,,171,,,,,,,96,183,722,30614,,,49,,,106,377,24,,,,,,,,,,29,4602,,,,,69,54,,,45,,1911,,,,,,456,646,,,168,1957,,,,,,114,194,,,,,169,,2355,,1098,,,,,25,70,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481,,,,8179,,,,,,,,,,,,,,,,,,,,,,,,,,,6672,,,,,,,,,,,,,,,,,,,,,,,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,,,,,,,,,,,,,,,735,,,,,,,,,,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249,,,,,,,,,,,,,,,,,,,211,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,769,3279,,,,,,,,,,,5637,3851
Malaysia,32,,,,,,,,,,,1851,,,,,23930,,,,,,,,,,,,,,3234,,,,,747,,,,,,,,91377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20808,252710,,32,,,,,,5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568,,,14931,,,746,,,,,,,,3208,,,,,,104730,,,,,1194,,,,,,,,,,,,,,,,,,,31269,,,,,51,,,,1194,,,,,,,,,31127,,,,,,,,,,,,,,,3433,,,,,,,,12877,,,,,
Maldives,,,,,,,,,,,,37,50,,,,1623,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,51,,,,,,251,,,,,,,,,,,,,,,,,951,,,,,,,310,,65,,,,,,,,,7,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,79,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,4289,,,,,11,102,,,67,,,,,,,,,,,,,,,94,,24,,,,,,,,,,,
Mali,,,380,,,70,,,,,,,,,,,,,,,,542,,,,,,,,,,,23024,,,,592,,,283,,,,301,,,,,4022,,,48556,,,,,,,,,,,,,,,,,,,,,,,2689,,,4463,595,,,1913,,,,,,,,19164,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,14942,,,,,,,,,,,,,,,,,,,3571,1590,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,12899,,,1227,,,,,,,,,,,,,,,,,,,,,,893,,,,,,,,,,,,,,233,,,,,,,,,,,
Malta,,16,21,,,,,,7,11,,3435,18,,,,6,,3,19,,,,,,,25,,27,,,77,,,,,,1385,,,,,,148,,,,,,,,,18,,,21,10,,,12,,,,,255,,,10,,25,,,,8,97,,,,,12,323,6,,11,,,,,,,,,,,,5,,130,11,9,32,47,,8,665,,15,12,,18,,8,,,4,30,,,435,,3,,,,16,,,,,,,,,,,,,,,83,,,,,,72,,9,,10,51,,,5,,54,,,,,8,94,20,3,,,,6,,76,129,,,,,,,,,,11,,101,,,8,,13,6,,7,45,,11,9,12,8,,,28,17,101,,42,14,,,,,9,161,79,,,,,30,6,5333,,832,,,7,,,,,,,,15
Marshall_Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,,,,,,,,,,,
Martinique,,,45,,,,,,,,,,,,,,,,,58,,,,,,,,,16,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,184,16,,,,,,,,,,,,29695,1101,,,,,,,,,,,3327,,,,,,1109,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,,,989,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,
Mauritania,,,1450,,,,,,60,,,,,,,,,,,56,,491,,,,,,,143,,,,,,,,350,46,,,47,,,142,,,,,,,,175,,,,,,,31,,,,,,202,,,,,,,,,,,,,77,,,,186,,,,,,,,2748,1067,,,,,,,,,,77,,,,50,,,,,,,29,,,,106,,,124,,,,,,,,6776,,,,,,,,,,,,,306,,,,,,,,,,135,,,,,,,,,,,,,,,,,63,,,,56,,,,,,,,,,273,94138,,,,,,,,,,,,77,,135,,,,,,125,,,,,104,,,,221,,,,,,,62,,,99,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,71,,,76,,,,,,,,,,,,,,,,,,36,,,,,,346,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788,,,,,,57,,,,,,,,,,,,,,,,,515,,,,30,,,38,,23,,,,,,,,,,,,,,,,56,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,34,,,,,,,,,,,,,43,,,,,,,,184,,15,9,,,,,,66,,,,,,,,,,,,,,,,,,694,,37,,,,,,,,,,,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10288,,,,,,,,,,,,,,,,,,,,,,,,,,,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,47,,,39,,,4340,60,,116,429,,,,35,,,730,1415,,,,1519,,,,1682,,,69,,,,,5,3100,,,,,2783,1240,,,4660,,,,2088,139,64,2660,,,348,336,12,255,,,522,719,197,301106,,,,,,,,35,4190,,,,,,4560,,,255,,,,,72343,,,,475,,1990,290,,128,69,58,23,186,,1195,3503,116,3096,35,,69,,,,,21,1542,,,,,78,,,,23,,,,,,,,,,,,,,,186,,,,,,638,,35,3096,,69,,,58,,23,,25641,,290,2981,186,1693,163,1287,,128,,,278,1171,,,,,,,,,,186,23,5,,,12,,69,39,,,87,,24620,,2,,,,324,1195,510,,35,,,,,,32,,290,,,,,250,,2273,,198230,,1113,,,1460,81,,,,,
Micronesia_(Federated_States_of),,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,103,,,,378,,,,,170,,,,,65,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,234,,,,,,,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,2,,,,,,26,,,,,,1649,,,,,,,,,,,,,7,51,,,,,,,,,,,,,,,,20,11,,,,,,50,,,,,,,,,,,,,,,0,,24,,,,2,,,3,,122,,528,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,31,5,,,,276,,,,2755,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,12,,,,,,,109,,,,,,,65,,247,,7,,,,11,,,,,
Montenegro,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,412,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,156,,173,,,,,,,,,,,
Morocco,,,9188,,,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,,,,,,,,,,,,,,,,1271,,,,,,,,,,15056,,,,,,984,,,,,,,,,673,,,,,,,,,,,1171,,,,1296,,,,,,,,,,,923,,,803,,,,,,,,,,,,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,,,,,,,2802,,,,,,,,1399,,,,,,,,,1763,,,,,,,,828,,1250,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3144,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,,,,,,,,,,,,,,,,,,,3531,,,,,,,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,,,,,,,,6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,28813,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935,,,,,,,,,,,1288,8455
Myanmar,,,,,,,,,,,,,,,,,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,72413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,64,,716,,,24028,,693,74,94,,793,901,,74,72,48,,,272,,230,,,,,,975,790,,,45,105,575,,,175,279,,,,,48,4593,,,,,1652,,,45,,1005,,,112,149,4707,168,,,,,257,,,,,312,,,,116,793,,,,128,,13401,212,,,,,,,,79,,,,,,,,997,133,45,,89,,161,1219,,168,,,1641,,,,,,68,186,,52,,,64,,545,,,,,,,,158,,,,,,,,,203,,,,,763,,74,,,1453,,,79,,246,,,,,,364,249,641,,,52,,,45,672,530,,,,,,,,,,45,,84,242,,,,,,138,12536,,508,,,294,,290,149,634,,,109,,,,,,,,52,,,,712,380,,2540,1624,1553,,,,,,,,,,4473,21364
Nauru,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,0,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,,,,,,,500,,,,,,,16805,,,,,,,,,,,,,,,,,,,,21906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,9865,181,1764,,,1727,7,11,1614,43,557,7853,6902,40,24,49,401,37,14,41730,,53,9,9,216,2761,131,89,3820,,273,827,91,222,7912,261,431,6485,,14,28,,2655,20779,,,4915,,295,,207,177,38,313,38636,124,3382,2,2252,2095,48,33,2403,439,4725,134,9,155,83,3852,,,6,1130,13064,,,35,112,32,127898,6020,11,5206,,14,,,165,392,74,1803,271,,125,4740,188,7540,186717,5187,1151,3733,,2958,14055,392,4076,389,4,999,,647,0,55,128,1682,41,980,199,,172,399,68,110,2091,,48,106,,,163,145,,658,,23,27,,,114850,216,86,68,,206,,,2833,133,52,1410,,,1733,175,6717,,101,0,78,1040,3077,9026,7814,,15,4145,4,,1665,2561,304,,21,20,,20,7,,57,446,303,14216,39,634,2193,13798,14,7,,1859,6568,,17357,4699,,1725,156211,36,2144,4279,2035,61,2502,5,,305,,,225,2632,140494,,,,321,46,20,36211,546,13659,,284,4895,,1474,7130,,,66,411,1521
New_Caledonia,,,513,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,482,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19351,,2726,,,,,,,,,,,,,,,,,,,,,,819,,,,,,231,,,,,,,,,515,,,,,,,,,,,,,,,,,,,,,,,,,,479,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,546,,,,,,,,,,,,,,3153,,499,5558,,,,
New_Zealand,156,,,,,,,,419,,,47778,655,,,,252,,,,,,,,,,,,718,,,,,,,4114,,6566,,,,,826,9059,4839,,235,,,15136,,,673,,,,195,,,781,,,,,234,,,,,153,,,16418,,881,,,,,,5298,,,,,,,,,,,,,,,291,,9292,2024,394,967,7053,,,425,,2145,,,270,510,,,,,,,,,,,,,,8661,,,,,,,,,,,,,,,,,363,,,72,23845,,,,,,5578,,,,28,,,1160,,,4379,572,,,,783,,,271,1072,,,,,,,42264,,,51,,0,,,3085,,,,,415,5555,,,2298,,,,,522,1505,,,2671,,,,1467,12834,,,,,,1026,,247,,227889,,8305,,,,,,3076,,,,222,676
Nicaragua,27,,50,,,,,35,185,,,,54,,23,,,,,52,60,,,,47,,,,138,,,88,,,,,,185,,,,,144,55,,,298,,,,5959,,,896,,,,,21,55,,,65,98,,12443,,,,36,,,,,139,,,,,,374,,,,,,,,1134,,,,25,,10105,,,12,,,,15,,,187,39,54,13,,,,,,,,,,,,,,,,,,,,,,,,,,925,,,,,,,,,,,,117,,,,,11,,,,,,,442,,,221,,,,54,,20,,,,387,,,,,,,,,,,83,,,,,,,,,17,,,557,,,,,,55,95,,,,,,,,,,,,,,,,80,,46,,3721,,11,,,146,,,,13,,
Niger,,,293,,,,,,,,,,,,,,,,,,,8948,,,,,,,,,,,9596,,,,265,,,,1443,,,,,,,,,,,4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,31142,,,,,,,,,,,,,,,,,,,,,,,,38319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,,,,,,,,,,,,,,,337,,,,,,,,,,5521,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,96599,,,,,,,,,,,,,,,10242,,,,11111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7823,,,,,,,,,14578,,,,,,,,,,,,,,,,,,,,,,,35442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,,,,,,,,,,,,,,,,,,,,,,46886,,,,,,,,,,,,,,,,,,,,,,,,,
Niue,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,40,,,,,,11,,,,,,,,,,,
Northern_Mariana_Islands,,,,,,,,,,,,,,,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,,,,,,,,,,,,,,,,,,,715,,,,,,,,,,,,,,,,,,,,,,97,,,,,,1720,,,,,,,,,,156,,,,,,,,,,,,1332,,,,,12836,,,923,,2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203,,,,,,,,,,,
Norway,253,21,448,,,30,,,445,4,,797,997,0,7,6,558,9,0,782,,11,,5,117,,3,35,576,,20,369,19,0,163,107,121,2126,,,7,,5496,1862,728,17,1618,,132,,130,71,7,44,,70,148,26,32,21160,6,,53,177,290,54,,19,23,1681,527,,12,4257,2433,,,,570,0,8821,736,,475,123,,,,208,29,9,67,6,,57,1356,2221,4422,427,5198,738,446,,422,1090,44,826,48,0,489,,24,0,56,15,590,,66,57,3,8,58,337,8,182,,5,37,,,3,145,,208,,,0,0,,2393,22,30,19,,52,3268,,266,35,0,306,,,,10,10470,,12,,50,277,3552,4367,600,0,0,4821,3,,286,61,6,,,,,,,,,36,36,0,,143,268,,6,0,,1286,629,0,1321,4707,0,68,10,,20429,1151,194,0,1291,0,,53,,,221,375,4977,0,,,242,6,27,14586,248,15827,,145,3,,80,7522,,0,13,115,70
Oman,,,,,,,,,,,,,,,,106,50041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18811,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,152554,4605,,118,,,,,,,4527,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,,,,,,,,,,35675,,,,,,5930,,,,27,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,13996,,4910,,,,,,,,,,,,,,,,,,,,,2702,4260,,,,,,,,,,,,,
Pakistan,3276673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2916548,599,4108,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,93,,,,,,,,,1569,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,
