destination;Afghanistan;Albania;Algeria;American_Samoa;Andorra;Angola;Anguilla;Antigua_and_Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia_(Plurinational_State_of);Bonaire_Sint_Eustatius_and_Saba;Bosnia_and_Herzegovina;Botswana;Brazil;British_Virgin_Islands;Brunei_Darussalam;Bulgaria;Burkina_Faso;Burundi;Cabo_Verde;Cambodia;Cameroon;Canada;Cayman_Islands;Central_African_Republic;Chad;Channel_Islands;Chile;China;Hong_Kong;Macao;Colombia;Comoros;Congo;Cook_Islands;Costa_Rica;C?te_d'Ivoire;Croatia;Cuba;Cura?ao;Cyprus;Czech_Republic;Democratic_People's_Republic_of_Korea;Democratic_Republic_of_the_Congo;Denmark;Djibouti;Dominica;Dominican_Republic;Ecuador;Egypt;El_Salvador;Equatorial_Guinea;Eritrea;Estonia;Ethiopia;Faeroe_Islands;Falkland_Islands_(Malvinas);Fiji;Finland;France;French_Guiana;French_Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy_See;Honduras;Hungary;Iceland;India;Indonesia;Iran_(Islamic_Republic_of);Iraq;Ireland;Isle_of_Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao_People's_Democratic_Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall_Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia_(Federated_States_of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New_Caledonia;New_Zealand;Nicaragua;Niger;Nigeria;Niue;Northern_Mariana_Islands;Norway;Oman;Pakistan;Palau;Panama;Papua_New_Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto_Rico;Qatar;Republic_of_Korea;Republic_of_Moldova;R?union;Romania;Russian_Federation;Rwanda;Saint_Helena;Saint_Kitts_and_Nevis;Saint_Lucia;Saint_Pierre_and_Miquelon;Saint_Vincent_and_the_Grenadines;Samoa;San_Marino;Sao_Tome_and_Principe;Saudi_Arabia;Senegal;Serbia;Seychelles;Sierra_Leone;Singapore;Sint_Maarten_(Dutch_part);Slovakia;Slovenia;Solomon_Islands;Somalia;South_Africa;South_Sudan;Spain;Sri_Lanka;State_of_Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian_Arab_Republic;Tajikistan;Thailand;The_former_Yugoslav_Republic_of_Macedonia;Timor-Leste;Togo;Tokelau;Tonga;Trinidad_and_Tobago;Tunisia;Turkey;Turkmenistan;Turks_and_Caicos_Islands;Tuvalu;Uganda;Ukraine;United_Arab_Emirates;United_Kingdom_of_Great_Britain_and_Northern_Ireland;United_Republic_of_Tanzania;United_States_of_America;United_States_Virgin_Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela_(Bolivarian_Republic_of);Viet_Nam;Wallis_and_Futuna_Islands;Western_Sahara;Yemen;Zambia;Zimbabwe;;
Kazakhstan;;;;;;;;;;7156;;;;35661;;;;;61663;;;;;;;;;;;;;3637;;;;;;;;;;;;1142;;;;;;;;;;;;;;32525;;;;;;;;;;;588;;;;;;;;;;;3089;270390;;;12167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5276;;588;;;;;;3785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22643;;;;32244;10999;;;2253497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8351;;;;;;;;;27068;555;;;;302168;;;;;;;150058;;;;;;;;;Russian_Federation;2253497
Kenya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147;;;;;;;;;;;;;;;;;;;;;;;;;391;;;;;;;;;66;;29521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3970;;;;;;;;;;;;;;;;;;;103743;185;53996;;;;7568;;;;;;;;;;;;;;;;;;;237964;;;;73119;;;;;;;;;;;;;Uganda;237964
Kiribati;;;;;;;;;;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;988;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339;;;;18;;40;;;;;;;;;;;;Nauru;988
Kuwait;1068;;;;;;;;;;;;;;;231;110044;;;;;;;;;;;;;;;;;;;;;;;;697;;;;;;;;;;;;;;;;;;;;;;;;107006;;;2522;;1776;;;;;505;;;;;;;;;;;;;;;;;;;;;;;332377;34017;;;;;;;;;18028;;;;;;;;3616;;;;;;;;;;;;;;;;;;;;;;;;1277;;;;;1134;729;;;;;929;;;;;112925;;;;;;45266;;;;60;;;;;;;;;;;;;;;466;;;;;;;;;;1691;;0;;23883;7610;24089;;;;;8831;;1460;;;;;;;769;6416;;;;;;5852;6908;;2250;;;;;;;;;29202;;;India;332377
Kyrgyzstan;;;;;;;;;;5997;;;;11702;;;;;24823;;;;;;;;;;;;;;;;;;;;;;;;;612;;;;;;;;;;;;;;1058;;;;;;;;;;;1307;;;;;303;;;;;;8367;10548;;;;;;;;;;;;;;;;;;;;;;;;;;;;31791;;;;;;2122;;;;;;5736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6242;;;;1067;6653;;718;284678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4893;;;;;;;;;928;2427;;;;69408;;;;;;;16955;;;278;;;;;;Russian_Federation;284678
Lao_People's_Democratic_Republic;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;1362;;;;;;;;3743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2060;;;;;;;;;;;;;;;;;;;;;;;13368;;;;;;Viet_Nam;13368
Latvia;22;6;9;;0;1;6;0;14;1312;1;69;77;2254;;0;4;2;69060;21;;0;;;;;2;;12;;;220;;1;1;0;1;64;;1;;;1;175;;;3;;1;;0;1;6;45;;2;112;109;;93;;;0;0;8;;;0;2872;;;;;684;77;;;;0;1368;3084;;;169;0;;;;0;;;;;;;289;6;54;2;22;4;21;;32;36;0;6;5;4627;0;;1;913;;;42;;;2;0;22699;1;1;1;10;;2;2;;;;0;;9;;;133;;;4;0;;;;1;29;;8;1;;6;;;37;;25;1;0;;1;5;1;16038;1;;0;13;2027;;1815;354000;1;;;;;;;;;0;;8;;2;2;;19;3;;0;2;1;17;21;0;1;;;167;17;7;434;1;;;1;;;0;0;18;475;;;1;49867;1;167;0;323;;4;1614;;9;5;;;1;;1;Russian_Federation;354000
Lebanon;;;;;;;;;;;;;;;;150;2124;;;;;;;;;;;;;;;;;;;;;;;;;;;2596;;;;;;;;;;;;;;;;;;;;;104377;;;;;;;;;;177;;;;;;292;;;;;;;;;;;;;;;170;;1169;2911;;18572;;;434;;;;1196;;;;260;;;;;;;345;;;;;;;;;;;;;;;;;;;;;256;;;;;;;;;;;;;;;299;2077;;;;;;1572;;;;;;;;;297;;;;;;;;;;2185;;;;;;;;;;;;129;;5965;428088;1051;;;;;24856;;;;;;;;;;501;;;;;120;;329;;1108;;;;;;;;;1213;;;State_of_Palestine;428088
Lesotho;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;;;;;;;;;;;;;;;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;;;;;;;;;;;;;;;;266;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;28;;4;;;;;;;;;;;;;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2528;;;;;;;44;;;;;;;;;;;;;;;;;160;;;;100;91;;;;;;;;;;72;72;South_Africa;2528
Liberia;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;;;379;;;;;241;;;;;;;;;;;;;;2132;;;;;;;;;;;;;;;;;;;;;;;289;;;;650;;906;9723;;;;;;;;32238;2211;;;;;;;756;;;;;;;246;;;;;;;;;;;4133;;;;;;;;;;;1924;;;;;;;;;;;;;;;;;;;291;;;;1101;2337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;237;;;124102;;;;;;;;;279;;;;;;1094;144;;;;;;244;;;;;;;;;;;;1119;;2891;;;;;;;;;;;;Sierra_Leone;124102
Libya;452;266;2079;;;;;;;346;;1016;1288;;;894;613;;625;1197;;;;;;;153;;286;;;;;;;;;1509;;;744;;;1800;;;;2178;183;;;511;;;;;;;299;675;863;;;;11822;485;;1230;;1470;;;;569;6208;;;;;;16289;526;;2804;;;;;;;213;;;;;297;;2902;6863;340;26910;;;;9034;;2428;12240;492;307;;6919;;;;7318;;;;;;;;;6351;;464;;;;345;;;;;187;;;;2534;;;;;;2158;;;;267;1870;;;271;1236;1445;;;;;;2566;824;;;921;661;;;537;15828;;;;;;;;;;19379;952;;;144;342;;;;;40088;505;3005;900;486;179924;24407;;;779;2854;17576;313;2410;;;;;;;1826;2014;115;;;;413;1669;6959;317;13063;;;257;;;;;;13236;;;State_of_Palestine;179924
Liechtenstein;;;;;;;;;0;;;;2334;;;;;;;11;;;;;;;361;;50;;;21;;;;;;;;;;;;40;;;0;;;;;;135;;;;11;;;19;;;1;;;;;;15;;;;;1;70;;;;;;1244;;;94;;;;;;;;;;;;7;1;0;;;;5;;;1148;;;;;;;;;0;;;;;;;;7;;;;;;;;;;;;0;;;;94;;;;;;;;51;;;;;;;;9;;;;;;;;0;13;390;;;;;;5;13;;;;;;;;;;;;461;;;;;21;63;;;0;;391;;;;;;23;4531;;;1;529;;;;;;0;997;;;;;6;;37;;40;;;;;;;;;;;;Switzerland;4531
Lithuania;45;;;;;;;;93;870;;25;53;1711;;;;;71602;34;;;;;;;;;84;;;37;;;;;;74;;;;;;175;;;;;;;;;;;;4;74;;;112;;;;;4;;;;1414;;;;;83;241;;;;;1144;2049;;;12;;;;;;;;;;;;147;8;;;27;;21;;34;45;;15;;8354;;;;774;;10638;133;;;;;;;;;;;;;;;;;;;;;88;;;;;;;;;37;;;;;5;;;49;;40;;;;;;;4890;4;;;;1081;;40;121622;;;;;;;;;;;;;;;;;18;;;;;;935;;;;;;308;26;;659;;;;;;;;;45;479;;;;25598;19;315;;1310;;25;2077;;;74;;;;;;Russian_Federation;121622
Luxembourg;;275;92;;;;;;36;;;70;487;;;;27;;39;11879;;;;;;;2220;;273;;;68;;;1278;;55;217;;;;;53;966;;;24;;;;;;380;21;;2;79;;89;1438;;105;32;;23;;;;16;;;;;445;15658;;;;;;10558;;;805;;;;;;;;;;;;89;273;177;;212;;585;;38;14300;;290;;;;;;;;7;31;;;;;12;;;;24;;;12;;;;48;;25;;;;4925;;169;;;;;28;3111;;21;;;;;;161;;;;;;;91;173;642;40221;;;46;;;203;358;22;;;;;;;;;;27;2288;;;;;65;51;;;42;;2142;;;;;;707;554;;;159;1124;;;;;;115;184;;;;;160;;3041;;1066;;;;;23;66;;;;;;Portugal;40221
Madagascar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1312;;;;7242;;;;;;;;;;;;;;;;;;;;;;;;;;;5908;;;;;;;;;;;;;;;;;;;;;;;1037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Comoros;7242
Malawi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5896;;;;;;;;;;;;;;;1567;;;;;;;;;;2481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5138;;;;;;;;;;;;;;;;;;;61;9179;;;;;;;;;;;;;;;;;;;;;;;;;;;1639;10676;;;;;;;;;;;47571;41271;Mozambique;60845
Malaysia;36;;;;;;;;;;;2118;;;;;33453;;;;;;;;;;;;;;2956;;;;;1770;;;;;;;;65974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46325;421423;;72;;;;;;6016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10170;;;27097;;;853;;;;;;;;4484;;;;;;123116;;;;;1366;;;;;;;;;;;;;;;;;;;33418;;;;;121;;;;1366;;;;;;;;;29090;;;;;;;;;;;;;;;3930;;;;;;;;28668;;;;;;Indonesia;421423
Maldives;;;;;;;;;;;;43;36;;;;3574;;;;;;;;;;;;;;;;;;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;70;;;;;;213;;;;;;;;;;;;;;;;;6418;;;;;;;352;;76;;;;;;;;;7;;;;;;;;;53;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;92;;;;;;237;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;;6212;;;;;24;100;;;78;;;;;;;;;;;;;;;94;;20;;;;;;;;;;;;India;6418
Mali;;;507;;;72;;;;;;;;;;;;;;;;566;;;;;;;;;;;20221;;;;618;;;295;;;;190;;;;;4208;;;59377;;;;;;;;;;;;;;;;;;;;;;;2679;;;4670;621;;;2323;;;;;;;;17896;;;;;;;;;;;;;;;;;;;;;;;;;;;;612;;;;;;;;;;;;;20955;;;;;;;;;;;;;;;;;;;4803;1663;;;;;;;;;;;;;;;;;;;;240;;;;;;;;;;;12540;;;1283;;;;;;;;;;;;;;;;;;;;;;934;;;;;;;;;;;;;;242;;;;;;;;;;;;C?te_d'Ivoire;59377
Malta;;19;25;;;;;;9;13;;4022;22;;;;8;;4;23;;;;;;;30;;32;;;91;;;;;;1622;;;;;;173;;;;;;;;;22;;;25;12;;;15;;;;;299;;;12;;30;;;;10;114;;;;;15;378;8;;13;;;;;;;;;;;;6;;152;14;11;38;56;;10;778;;18;15;;22;;10;;;5;36;;;509;;4;;;;19;;;;;;;;;;;;;;;98;;;;;;85;;11;;12;60;;;7;;64;;;;;10;110;24;4;;;;8;;89;151;;;;;;;;;;13;;119;;;10;;16;8;;9;53;;14;11;15;10;;;33;20;119;;50;17;;;;;11;188;93;;;;;36;8;6258;;974;;;9;;;;;;;;18;United_Kingdom_of_Great_Britain_and_Northern_Ireland;6258
Marshall_Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;;;;;;;;;;;;;;;;;;;;;;;;112;;;;;;;;;;;;;;;;;;;;;;;;;;;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;716;;;;;;;;;;;;United_States_of_America;716
Martinique;;;68;;;;;;;;;;;;;;;;;87;;;;;;;;;41;;;;;;;;;;;;;;;103;;;;;;;;;;;;;;;;;;279;69;;;;;;;;;;;;35638;1348;;;;;;;;;;;4074;;;;;;1335;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309;;;;;;1390;;;;;;;;;;;;;;;;;;;;;;;;;;;102;;;;;;;;;;;;;;;;;101;;;;;;;;;;;;;;France;35638
Mauritania;;;1549;;;;;;64;;;;;;;;;;;59;;524;;;;;;;152;;;;;;;;373;49;;;50;;;151;;;;;;;;186;;;;;;;33;;;;;;215;;;;;;;;;;;;;82;;;;198;;;;;;;;2936;1140;;;;;;;;;;82;;;;53;;;;;;;30;;;;113;;;132;;;;;;;;41626;;;;;;;;;;;;;326;;;;;;;;;;144;;;;;;;;;;;;;;;;;67;;;;59;;;;;;;;;;291;36493;;;;;;;;;;;;82;;144;;;;;;133;;;;;111;;;;236;;;;;;;66;;;105;;;;;;;;;;;;Mali;41626
Mauritius;;;;;;;;;;;;;;;;;150;;;35;;;;;;;;;;;;;;;;;;27;;;;;;3273;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;696;;;;;;70;;;;;;;;;;;;;;;;;1483;;;;14;;;56;;14;;;;;;;;;;;;;;;;242;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;28;;;;;;;;;;;;;39;;;;;;;;192;;7;19;;;;;;30;;;;;;;;;;;;;;;;;;450;;30;;;;;;;;;;;;China;3273
Mayotte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20154;;;;;;;;;;;;;;;;;;;;;;;;;;;2791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Comoros;20154
Mexico;;;87;;;43;;;5366;66;;256;569;;;;24;;;887;1474;;;;1725;;;;2482;;;191;;;;;5;5063;;;;;4144;1911;;;5530;;;;2571;70;71;4858;;;331;1219;13;298;;;842;1222;174;4931;;;;;;;;78;4851;;;;;;4988;;;270;;;;;49676;;;;395;;3031;313;;347;82;150;40;211;;1303;4434;115;3647;48;;46;;;;;23;1585;;;;;87;;;;41;;;;;;;;;;;;;;;204;;;;;;870;;70;3324;;55;;;124;;53;;13722;;302;4140;315;1514;276;1888;;300;;;310;1503;;;;;;;;;;175;21;13;;;36;;50;43;;;96;;22491;;6;;;;466;1657;480;;48;;;;;;35;;317;;;;;279;;3058;;272472;;1506;;;2194;64;;;;;;United_States_of_America;272472
Micronesia_(Federated_States_of);;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;;;;;;;;;114;;;;;;;;;;;;;;;;;;;;;;;;93;;;;342;;;;;154;;;;;58;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;212;;;;;;;;;;;;Palau;342
Monaco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;France;7401
Mongolia;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;1;;;;;;28;;;;;;1821;;;;;;;;;;;;;6;56;;;;;;;;;;;;;;;;21;12;;;;;;54;;;;;;;;;;;;;;;0;;26;;;;1;;;3;;134;;583;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;;;33;4;;;;304;;;;3042;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;4;;;;13;;;;;;;120;;;;;;;71;;272;;6;;;;11;;;;;;Russian_Federation;3042
Montenegro;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Albania;0
Montserrat;;;;;;;;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;331;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;;;;;;129;;138;;;;;;;;;;;;Dominica;331
Morocco;;;8429;;;;;;;;;;;;;;;;;880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1180;;;;;;;;;;;;;;;;1166;;;;;;;;;;13813;;;;;;903;;;;;;;;;618;;;;;;;;;;;1075;;;;1189;;;;;;;;;;;847;;;737;;;;;;;;;;;;999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1132;;;;;;;;;;;;2571;;;;;;;;1284;;;;;;;;;1618;;;;;;;;760;;1147;;;;;;;;;;;;France;13813
Mozambique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4567;;;;;;;;;;;;;;;;;;;;;;;;719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1653;;;;;;;;;;;;;;;;;;;5182;;;;;;;19997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1122;;;;;;;;7215;;;;;;;;;;;;;;;;;;;;;;;;;;;;29502;;;;;;;;;;;;;;;;;;;;;;;;;;;;4571;;;;;;;;;;;2606;13955;South_Africa;29502
Myanmar;;;;;;;;;;;;;;;;;1557;;;;;;;;;;;;;;;;;;;;;;;;;;;55637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;China;55637
Namibia;61;;684;;;22978;;662;70;89;;758;861;;70;68;45;;;260;;219;;;;;;932;755;;;43;100;549;;;167;266;;;;;45;4392;;;;;1579;;;43;;961;;;107;142;4501;160;;;;;245;;;;;298;;;;110;758;;;;122;;12815;202;;;;;;;;75;;;;;;;;953;127;43;;85;;153;1165;;160;;;1569;;;;;;65;177;;49;;;61;;521;;;;;;;;151;;;;;;;;;194;;;;;729;;70;;;1389;;;75;;235;;;;;;348;238;613;;;49;;;43;642;506;;;;;;;;;;43;;80;231;;;;;;131;11988;;485;;;281;;277;142;606;;;104;;;;;;;;49;;;;680;363;;2429;1553;1485;;;;;;;;;;4277;20430;Angola;22978
Nauru;;;;;;;;;;;;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;1095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;0;;;;;;;;;;;;;;;;;;;;292;;;;;;;;;;;;;;;;;;Kiribati;1095
Nepal;;;;;;;;;;;;;;;;;577;;;;;;;107664;;;;;;;;;;;;;;;;;;;;25260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;515578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;India;515578
Netherlands;14531;267;2694;;;2543;9;16;1785;62;630;8368;6701;58;34;71;590;54;19;42604;;77;13;13;317;3199;288;130;5699;;402;1217;133;326;9257;384;634;7185;;20;40;;2673;26141;;;6784;;433;;304;260;81;460;44774;182;3953;2;3316;2527;70;48;3933;646;6789;197;13;228;121;5474;;;8;1655;15164;;;51;164;46;123377;8266;16;6024;;20;;;242;577;108;2020;399;;184;4859;277;8940;173584;12357;15178;3923;;3486;15067;577;4799;572;5;1355;;952;0;80;188;2263;60;1443;293;;253;587;100;161;2362;;70;155;;;240;213;;968;;33;39;;;130895;317;126;99;;303;;;2968;195;76;2580;;;2008;257;8428;;148;0;114;1437;4794;12398;8561;;22;4521;5;;2804;8559;447;;29;29;;28;9;;84;656;445;31358;57;933;2356;15991;19;15;;11388;8417;;17326;6813;;2540;167083;52;2770;4863;2996;89;4141;6;;449;;;331;3118;155845;;;;472;67;29;39070;804;16636;;417;7210;;1774;8861;;;97;605;1215;Indonesia;173584
New_Caledonia;;;594;;;;;;;;;262;;;;;;;;;;;;;;;;;;;;;;;;558;;;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22427;;3159;;;;;;;;;;;;;;;;;;;;;;949;;;;;;267;;;;;;;;;597;;;;;;;;;;;;;;;;;;;;;;;;;;555;;;;;;;;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109;;;;;;;;;;;;;;;;;633;;;;;;;;;;;;;;3654;;578;6446;;;;;France;22427
New_Zealand;489;;;;;;;;516;;;53227;807;;;;791;;;;;;;;;;;;885;;;;;;;3575;;7238;;;;;1019;18991;11441;;290;;;13387;;;897;;;;260;;;962;;;;;435;;;;;185;;;18262;;1085;;;;;;6879;;;;;;;;;;;;;;;389;;12459;2641;732;1795;6154;;;566;;6324;;;327;687;;;;;;;;;;;;;;11569;;;;;;;;;;;;;;;;;594;;;229;22794;;;;;;5133;;;;90;;;1560;;;6812;762;;;;11855;;;360;2580;;;;;;;41030;;;95;;0;;;3382;;;;;504;11026;;;3913;;;;;644;1854;;;4372;;;;1465;13656;;;;;;1381;;330;;217660;;11309;;;;;;3371;;;;269;822;United_Kingdom_of_Great_Britain_and_Northern_Ireland;217660
Nicaragua;22;;40;;;;;28;147;;;;43;;19;;;;;42;48;;;;38;;;;110;;;70;;;;;;147;;;;;115;44;;;237;;;;4727;;;711;;;;;17;44;;;52;78;;2136;;;;29;;;;;111;;;;;;297;;;;;;;;900;;;;20;;9473;;;10;;;;12;;;149;31;43;11;;;;;;;;;;;;;;;;;;;;;;;;;;734;;;;;;;;;;;;93;;;;;9;;;;;;;351;;;176;;;;43;;16;;;;307;;;;;;;;;;;66;;;;;;;;;14;;;442;;;;;;44;76;;;;;;;;;;;;;;;;64;;37;;2952;;9;;;116;;;;11;;;Honduras;9473
Niger;;;364;;;;;;;;;;;;;;;;;;;12961;;;;;;;;;;;13956;;;;329;;;;1077;;;;;;;;;;;2774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;;;;;;;;64573;;;;;;;;;;;;;;;;;;;;;;;;28313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;;;;;;;;;;;;;418;;;;;;;;;;7356;;;;;;;;;;;;;;;;;;;;;;;;;;Mali;64573
